N.º,Fecha Tiempo. GMT-03:00,Velocidad del viento. km/hr (LGR S/N: 20682650. SEN S/N: 20679483. LBL: Km/h),Velocidad de Ráfagas. km/hr (LGR S/N: 20682650. SEN S/N: 20679483. LBL: Km/h),Dirección del viento. ø (LGR S/N: 20682650. SEN S/N: 20679483. LBL: N-S)
3563,12/06/22 18:43:59,4.824,6.012,196.5
3564,12/06/22 18:48:59,7.2,9.612,202.2
3565,12/06/22 18:53:59,9.612,10.836,217.6
3566,12/06/22 18:58:59,9.612,10.836,217.6
3567,12/06/22 19:03:59,10.836,12.024,219
3568,12/06/22 19:08:59,10.836,13.212,252.7
3569,12/06/22 19:13:59,12.024,13.212,245.7
3570,12/06/22 19:18:59,10.836,12.024,254.1
3571,12/06/22 19:23:59,9.612,12.024,261.1
3572,12/06/22 19:28:59,10.836,12.024,262.5
3573,12/06/22 19:33:59,10.836,12.024,259.7
3574,12/06/22 19:38:59,10.836,12.024,259.7
3575,12/06/22 19:43:59,9.612,12.024,259.7
3576,12/06/22 19:48:59,9.612,10.836,259.7
3577,12/06/22 19:53:59,9.612,12.024,259.7
3578,12/06/22 19:58:59,8.424,9.612,259.7
3579,12/06/22 20:03:59,6.012,8.424,259.7
3580,12/06/22 20:08:59,7.2,8.424,261.1
3581,12/06/22 20:13:59,7.2,9.612,259.7
3582,12/06/22 20:18:59,8.424,9.612,259.7
3583,12/06/22 20:23:59,8.424,9.612,259.7
3584,12/06/22 20:28:59,9.612,10.836,258.3
3585,12/06/22 20:33:59,9.612,10.836,255.5
3586,12/06/22 20:38:59,9.612,12.024,224.6
3587,12/06/22 20:43:59,9.612,12.024,245.7
3588,12/06/22 20:48:59,10.836,13.212,262.5
3589,12/06/22 20:53:59,8.424,10.836,262.5
3590,12/06/22 20:58:59,7.2,8.424,262.5
3591,12/06/22 21:03:59,8.424,9.612,262.5
3592,12/06/22 21:08:59,8.424,9.612,262.5
3593,12/06/22 21:13:59,8.424,9.612,262.5
3594,12/06/22 21:18:59,8.424,9.612,262.5
3595,12/06/22 21:23:59,9.612,10.836,263.9
3596,12/06/22 21:28:59,9.612,10.836,256.9
3597,12/06/22 21:33:59,8.424,9.612,265.3
3598,12/06/22 21:38:59,8.424,9.612,263.9
3599,12/06/22 21:43:59,8.424,9.612,263.9
3600,12/06/22 21:48:59,6.012,8.424,265.3
3601,12/06/22 21:53:59,7.2,8.424,262.5
3602,12/06/22 21:58:59,8.424,9.612,266.7
3603,12/06/22 22:03:59,8.424,9.612,266.7
3604,12/06/22 22:08:59,9.612,10.836,265.3
3605,12/06/22 22:13:59,9.612,10.836,265.3
3606,12/06/22 22:18:59,10.836,12.024,266.7
3607,12/06/22 22:23:59,10.836,12.024,266.7
3608,12/06/22 22:28:59,9.612,10.836,263.9
3609,12/06/22 22:33:59,9.612,10.836,269.6
3610,12/06/22 22:38:59,9.612,10.836,268.1
3611,12/06/22 22:43:59,10.836,12.024,190.9
3612,12/06/22 22:48:59,10.836,12.024,154.4
3613,12/06/22 22:53:59,9.612,12.024,157.2
3614,12/06/22 22:58:59,9.612,13.212,160
3615,12/06/22 23:03:59,7.2,9.612,334.1
3616,12/06/22 23:08:59,6.012,10.836,214.8
3617,12/06/22 23:13:59,8.424,10.836,324.3
3618,12/06/22 23:18:59,8.424,10.836,212
3619,12/06/22 23:23:59,8.424,10.836,322.9
3620,12/06/22 23:28:59,9.612,10.836,344
3621,12/06/22 23:33:59,9.612,12.024,185.3
3622,12/06/22 23:38:59,9.612,10.836,331.3
3623,12/06/22 23:43:59,9.612,10.836,259.7
3624,12/06/22 23:48:59,7.2,9.612,196.5
3625,12/06/22 23:53:59,7.2,9.612,161.5
3626,12/06/22 23:58:59,8.424,9.612,279.4
3627,13/06/22 00:03:59,6.012,9.612,338.3
3628,13/06/22 00:08:59,3.6,4.824,344
3629,13/06/22 00:13:59,4.824,6.012,344
3630,13/06/22 00:18:59,4.824,7.2,344
3631,13/06/22 00:23:59,3.6,6.012,344
3632,13/06/22 00:28:59,2.412,4.824,344
3633,13/06/22 00:33:59,3.6,6.012,344
3634,13/06/22 00:38:59,3.6,6.012,342.6
3635,13/06/22 00:43:59,4.824,6.012,344
3636,13/06/22 00:48:59,3.6,4.824,344
3637,13/06/22 00:53:59,2.412,6.012,344
3638,13/06/22 00:58:59,3.6,4.824,344
3639,13/06/22 01:03:59,2.412,3.6,344
3640,13/06/22 01:08:59,3.6,6.012,344
3641,13/06/22 01:13:59,6.012,7.2,344
3642,13/06/22 01:18:59,6.012,7.2,344
3643,13/06/22 01:23:59,6.012,7.2,344
3644,13/06/22 01:28:59,4.824,6.012,344
3645,13/06/22 01:33:59,4.824,6.012,344
3646,13/06/22 01:38:59,6.012,7.2,344
3647,13/06/22 01:43:59,6.012,7.2,342.6
3648,13/06/22 01:48:59,6.012,7.2,344
3649,13/06/22 01:53:59,6.012,7.2,344
3650,13/06/22 01:58:59,4.824,6.012,342.6
3651,13/06/22 02:03:59,6.012,6.012,336.9
3652,13/06/22 02:08:59,4.824,7.2,344
3653,13/06/22 02:13:59,3.6,6.012,344
3654,13/06/22 02:18:59,3.6,4.824,344
3655,13/06/22 02:23:59,2.412,4.824,344
3656,13/06/22 02:28:59,3.6,4.824,344
3657,13/06/22 02:33:59,4.824,6.012,344
3658,13/06/22 02:38:59,6.012,8.424,344
3659,13/06/22 02:43:59,8.424,12.024,336.9
3660,13/06/22 02:48:59,8.424,12.024,328.5
3661,13/06/22 02:53:59,8.424,10.836,155.8
3662,13/06/22 02:58:59,8.424,10.836,320.1
3663,13/06/22 03:03:59,7.2,8.424,334.1
3664,13/06/22 03:08:59,4.824,6.012,336.9
3665,13/06/22 03:13:59,3.6,4.824,336.9
3666,13/06/22 03:18:59,2.412,4.824,334.1
3667,13/06/22 03:23:59,3.6,6.012,336.9
3668,13/06/22 03:28:59,3.6,4.824,336.9
3669,13/06/22 03:33:59,4.824,7.2,336.9
3670,13/06/22 03:38:59,6.012,7.2,336.9
3671,13/06/22 03:43:59,6.012,8.424,334.1
3672,13/06/22 03:48:59,6.012,8.424,336.9
3673,13/06/22 03:53:59,4.824,6.012,336.9
3674,13/06/22 03:58:59,3.6,6.012,336.9
3675,13/06/22 04:03:59,4.824,6.012,336.9
3676,13/06/22 04:08:59,7.2,8.424,336.9
3677,13/06/22 04:13:59,7.2,8.424,335.5
3678,13/06/22 04:18:59,8.424,9.612,336.9
3679,13/06/22 04:23:59,8.424,9.612,338.3
3680,13/06/22 04:28:59,7.2,8.424,338.3
3681,13/06/22 04:33:59,4.824,6.012,338.3
3682,13/06/22 04:38:59,4.824,6.012,338.3
3683,13/06/22 04:43:59,3.6,6.012,338.3
3684,13/06/22 04:48:59,4.824,7.2,338.3
3685,13/06/22 04:53:59,6.012,7.2,335.5
3686,13/06/22 04:58:59,6.012,7.2,334.1
3687,13/06/22 05:03:59,7.2,9.612,335.5
3688,13/06/22 05:08:59,7.2,8.424,338.3
3689,13/06/22 05:13:59,4.824,7.2,338.3
3690,13/06/22 05:18:59,3.6,4.824,338.3
3691,13/06/22 05:23:59,3.6,6.012,338.3
3692,13/06/22 05:28:59,3.6,4.824,338.3
3693,13/06/22 05:33:59,4.824,6.012,338.3
3694,13/06/22 05:38:59,3.6,6.012,338.3
3695,13/06/22 05:43:59,4.824,6.012,332.7
3696,13/06/22 05:48:59,2.412,4.824,338.3
3697,13/06/22 05:53:59,1.188,2.412,338.3
3698,13/06/22 05:58:59,3.6,6.012,338.3
3699,13/06/22 06:03:59,3.6,6.012,338.3
3700,13/06/22 06:08:59,3.6,6.012,338.3
3701,13/06/22 06:13:59,3.6,6.012,338.3
3702,13/06/22 06:18:59,2.412,4.824,336.9
3703,13/06/22 06:23:59,3.6,6.012,332.7
3704,13/06/22 06:28:59,3.6,7.2,338.3
3705,13/06/22 06:33:59,6.012,8.424,336.9
3706,13/06/22 06:38:59,8.424,10.836,336.9
3707,13/06/22 06:43:59,8.424,10.836,310.3
3708,13/06/22 06:48:59,7.2,8.424,299
3709,13/06/22 06:53:59,6.012,7.2,308.9
3710,13/06/22 06:58:59,8.424,9.612,327.1
3711,13/06/22 07:03:59,7.2,8.424,338.3
3712,13/06/22 07:08:59,4.824,8.424,338.3
3713,13/06/22 07:13:59,4.824,7.2,338.3
3714,13/06/22 07:18:59,6.012,8.424,335.5
3715,13/06/22 07:23:59,7.2,8.424,338.3
3716,13/06/22 07:28:59,8.424,9.612,338.3
3717,13/06/22 07:33:59,6.012,8.424,336.9
3718,13/06/22 07:38:59,4.824,7.2,338.3
3719,13/06/22 07:43:59,3.6,4.824,338.3
3720,13/06/22 07:48:59,3.6,4.824,338.3
3721,13/06/22 07:53:59,6.012,7.2,338.3
3722,13/06/22 07:58:59,7.2,8.424,336.9
3723,13/06/22 08:03:59,8.424,10.836,331.3
3724,13/06/22 08:08:59,8.424,10.836,304.7
3725,13/06/22 08:13:59,8.424,10.836,335.5
3726,13/06/22 08:18:59,8.424,9.612,297.6
3727,13/06/22 08:23:59,7.2,9.612,324.3
3728,13/06/22 08:28:59,8.424,9.612,339.7
3729,13/06/22 08:33:59,7.2,9.612,338.3
3730,13/06/22 08:38:59,6.012,9.612,334.1
3731,13/06/22 08:43:59,8.424,12.024,327.1
3732,13/06/22 08:48:59,8.424,10.836,237.3
3733,13/06/22 08:53:59,8.424,10.836,311.7
3734,13/06/22 08:58:59,8.424,10.836,242.9
3735,13/06/22 09:03:59,8.424,9.612,314.5
3736,13/06/22 09:08:59,6.012,9.612,322.9
3737,13/06/22 09:13:59,4.824,8.424,325.7
3738,13/06/22 09:18:59,3.6,4.824,334.1
3739,13/06/22 09:23:59,1.188,2.412,334.1
3740,13/06/22 09:28:59,1.188,2.412,335.5
3741,13/06/22 09:33:59,0,2.412,335.5
3742,13/06/22 09:38:59,2.412,4.824,332.7
3743,13/06/22 09:43:59,3.6,6.012,307.5
3744,13/06/22 09:48:59,3.6,4.824,247.1
3745,13/06/22 09:53:59,1.188,3.6,169.9
3746,13/06/22 09:58:59,1.188,2.412,335.5
3747,13/06/22 10:03:59,0,0,335.5
3748,13/06/22 10:08:59,1.188,3.6,331.3
3749,13/06/22 10:13:59,0,1.188,335.5
3750,13/06/22 10:18:59,2.412,4.824,307.5
3751,13/06/22 10:23:59,1.188,3.6,334.1
3752,13/06/22 10:28:59,1.188,3.6,335.5
3753,13/06/22 10:33:59,3.6,6.012,331.3
3754,13/06/22 10:38:59,4.824,7.2,160
3755,13/06/22 10:43:59,3.6,7.2,141.8
3756,13/06/22 10:48:59,3.6,7.2,44.9
3757,13/06/22 10:53:59,3.6,8.424,47.7
3758,13/06/22 10:58:59,3.6,6.012,47.7
3759,13/06/22 11:03:59,3.6,4.824,47.7
3760,13/06/22 11:08:59,6.012,9.612,169.9
3761,13/06/22 11:13:59,6.012,9.612,195.1
3762,13/06/22 11:18:59,6.012,9.612,196.5
3763,13/06/22 11:23:59,6.012,9.612,196.5
3764,13/06/22 11:28:59,6.012,8.424,200.8
3765,13/06/22 11:33:59,6.012,10.836,200.8
3766,13/06/22 11:38:59,4.824,7.2,200.8
3767,13/06/22 11:43:59,4.824,8.424,200.8
3768,13/06/22 11:48:59,4.824,9.612,199.4
3769,13/06/22 11:53:59,3.6,7.2,202.2
3770,13/06/22 11:58:59,3.6,8.424,203.6
3771,13/06/22 12:03:59,4.824,10.836,202.2
3772,13/06/22 12:08:59,7.2,10.836,202.2
3773,13/06/22 12:13:59,6.012,13.212,200.8
3774,13/06/22 12:18:59,7.2,14.436,203.6
3775,13/06/22 12:23:59,9.612,14.436,199.4
3776,13/06/22 12:28:59,6.012,14.436,198
3777,13/06/22 12:33:59,6.012,12.024,195.1
3778,13/06/22 12:38:59,7.2,14.436,195.1
3779,13/06/22 12:43:59,6.012,12.024,193.7
3780,13/06/22 12:48:59,7.2,12.024,190.9
3781,13/06/22 12:53:59,6.012,13.212,198
3782,13/06/22 12:58:59,7.2,13.212,198
3783,13/06/22 13:03:59,6.012,10.836,198
3784,13/06/22 13:08:59,8.424,15.624,192.3
3785,13/06/22 13:13:59,8.424,13.212,190.9
3786,13/06/22 13:18:59,8.424,13.212,195.1
3787,13/06/22 13:23:59,6.012,13.212,190.9
3788,13/06/22 13:28:59,9.612,14.436,186.7
3789,13/06/22 13:33:59,4.824,8.424,198
3790,13/06/22 13:38:59,6.012,12.024,195.1
3791,13/06/22 13:43:59,6.012,13.212,196.5
3792,13/06/22 13:48:59,7.2,14.436,200.8
3793,13/06/22 13:53:59,7.2,13.212,205
3794,13/06/22 13:58:59,8.424,14.436,207.8
3795,13/06/22 14:03:59,9.612,15.624,214.8
3796,13/06/22 14:08:59,6.012,12.024,214.8
3797,13/06/22 14:13:59,4.824,10.836,213.4
3798,13/06/22 14:18:59,7.2,12.024,214.8
3799,13/06/22 14:23:59,4.824,10.836,213.4
3800,13/06/22 14:28:59,7.2,13.212,213.4
3801,13/06/22 14:33:59,6.012,15.624,178.3
3802,13/06/22 14:38:59,9.612,16.848,178.3
3803,13/06/22 14:43:59,8.424,14.436,176.9
3804,13/06/22 14:48:59,8.424,12.024,174.1
3805,13/06/22 14:53:59,7.2,15.624,174.1
3806,13/06/22 14:58:59,6.012,9.612,178.3
3807,13/06/22 15:03:59,7.2,10.836,174.1
3808,13/06/22 15:08:59,4.824,8.424,171.3
3809,13/06/22 15:13:59,7.2,10.836,175.5
3810,13/06/22 15:18:59,6.012,10.836,174.1
3811,13/06/22 15:23:59,8.424,14.436,143.2
3812,13/06/22 15:28:59,6.012,13.212,127.8
3813,13/06/22 15:33:59,6.012,10.836,124.9
3814,13/06/22 15:38:59,7.2,12.024,136.2
3815,13/06/22 15:43:59,3.6,7.2,136.2
3816,13/06/22 15:48:59,4.824,9.612,137.6
3817,13/06/22 15:53:59,7.2,10.836,147.4
3818,13/06/22 15:58:59,3.6,8.424,153
3819,13/06/22 16:03:59,6.012,9.612,141.8
3820,13/06/22 16:08:59,4.824,10.836,143.2
3821,13/06/22 16:13:59,8.424,13.212,164.3
3822,13/06/22 16:18:59,6.012,9.612,176.9
3823,13/06/22 16:23:59,4.824,10.836,176.9
3824,13/06/22 16:28:59,4.824,9.612,175.5
3825,13/06/22 16:33:59,7.2,14.436,178.3
3826,13/06/22 16:38:59,7.2,10.836,178.3
3827,13/06/22 16:43:59,8.424,12.024,174.1
3828,13/06/22 16:48:59,7.2,10.836,146
3829,13/06/22 16:53:59,7.2,9.612,157.2
3830,13/06/22 16:58:59,6.012,9.612,161.5
3831,13/06/22 17:03:59,8.424,13.212,143.2
3832,13/06/22 17:08:59,7.2,10.836,129.2
3833,13/06/22 17:13:59,4.824,8.424,132
3834,13/06/22 17:18:59,7.2,10.836,144.6
3835,13/06/22 17:23:59,4.824,9.612,146
3836,13/06/22 17:28:59,4.824,8.424,144.6
3837,13/06/22 17:33:59,4.824,8.424,140.4
3838,13/06/22 17:38:59,4.824,8.424,146
3839,13/06/22 17:43:59,3.6,7.2,148.8
3840,13/06/22 17:48:59,3.6,7.2,140.4
3841,13/06/22 17:53:59,3.6,6.012,143.2
3842,13/06/22 17:58:59,3.6,8.424,143.2
3843,13/06/22 18:03:59,3.6,6.012,140.4
3844,13/06/22 18:08:59,2.412,4.824,139
3845,13/06/22 18:13:59,3.6,6.012,153
3846,13/06/22 18:18:59,2.412,4.824,168.5
3847,13/06/22 18:23:59,2.412,3.6,165.7
3848,13/06/22 18:28:59,2.412,3.6,167.1
3849,13/06/22 18:33:59,2.412,3.6,148.8
3850,13/06/22 18:38:59,2.412,4.824,158.6
3851,13/06/22 18:43:59,4.824,7.2,157.2
3852,13/06/22 18:48:59,6.012,7.2,151.6
3853,13/06/22 18:53:59,6.012,7.2,155.8
3854,13/06/22 18:58:59,7.2,8.424,146
3855,13/06/22 19:03:59,7.2,8.424,140.4
3856,13/06/22 19:08:59,7.2,8.424,143.2
3857,13/06/22 19:13:59,7.2,8.424,137.6
3858,13/06/22 19:18:59,6.012,7.2,148.8
3859,13/06/22 19:23:59,6.012,8.424,150.2
3860,13/06/22 19:28:59,8.424,10.836,151.6
3861,13/06/22 19:33:59,8.424,10.836,146
3862,13/06/22 19:38:59,9.612,10.836,154.4
3863,13/06/22 19:43:59,9.612,10.836,147.4
3864,13/06/22 19:48:59,10.836,13.212,102.5
3865,13/06/22 19:53:59,10.836,13.212,139
3866,13/06/22 19:58:59,10.836,13.212,123.5
3867,13/06/22 20:03:59,10.836,12.024,82.8
3868,13/06/22 20:08:59,10.836,12.024,74.4
3869,13/06/22 20:13:59,10.836,13.212,75.8
3870,13/06/22 20:18:59,10.836,13.212,78.6
3871,13/06/22 20:23:59,10.836,12.024,89.9
3872,13/06/22 20:28:59,10.836,12.024,109.5
3873,13/06/22 20:33:59,10.836,12.024,154.4
3874,13/06/22 20:38:59,9.612,10.836,154.4
3875,13/06/22 20:43:59,8.424,9.612,154.4
3876,13/06/22 20:48:59,6.012,8.424,154.4
3877,13/06/22 20:53:59,6.012,8.424,154.4
3878,13/06/22 20:58:59,7.2,9.612,154.4
3879,13/06/22 21:03:59,4.824,8.424,154.4
3880,13/06/22 21:08:59,7.2,9.612,154.4
3881,13/06/22 21:13:59,4.824,7.2,154.4
3882,13/06/22 21:18:59,6.012,7.2,154.4
3883,13/06/22 21:23:59,4.824,7.2,154.4
3884,13/06/22 21:28:59,6.012,7.2,154.4
3885,13/06/22 21:33:59,6.012,8.424,154.4
3886,13/06/22 21:38:59,8.424,10.836,154.4
3887,13/06/22 21:43:59,8.424,9.612,154.4
3888,13/06/22 21:48:59,8.424,9.612,154.4
3889,13/06/22 21:53:59,8.424,9.612,154.4
3890,13/06/22 21:58:59,8.424,9.612,154.4
3891,13/06/22 22:03:59,7.2,9.612,154.4
3892,13/06/22 22:08:59,6.012,7.2,154.4
3893,13/06/22 22:13:59,3.6,6.012,154.4
3894,13/06/22 22:18:59,2.412,4.824,154.4
3895,13/06/22 22:23:59,2.412,3.6,154.4
3896,13/06/22 22:28:59,2.412,4.824,154.4
3897,13/06/22 22:33:59,3.6,4.824,154.4
3898,13/06/22 22:38:59,3.6,6.012,154.4
3899,13/06/22 22:43:59,6.012,7.2,154.4
3900,13/06/22 22:48:59,6.012,7.2,154.4
3901,13/06/22 22:53:59,6.012,7.2,154.4
3902,13/06/22 22:58:59,6.012,7.2,154.4
3903,13/06/22 23:03:59,6.012,7.2,154.4
3904,13/06/22 23:08:59,6.012,7.2,154.4
3905,13/06/22 23:13:59,7.2,8.424,154.4
3906,13/06/22 23:18:59,6.012,8.424,154.4
3907,13/06/22 23:23:59,4.824,6.012,154.4
3908,13/06/22 23:28:59,3.6,4.824,154.4
3909,13/06/22 23:33:59,4.824,6.012,154.4
3910,13/06/22 23:38:59,6.012,8.424,154.4
3911,13/06/22 23:43:59,6.012,7.2,154.4
3912,13/06/22 23:48:59,6.012,7.2,154.4
3913,13/06/22 23:53:59,7.2,8.424,154.4
3914,13/06/22 23:58:59,7.2,9.612,154.4
3915,14/06/22 00:03:59,7.2,9.612,154.4
3916,14/06/22 00:08:59,7.2,8.424,154.4
3917,14/06/22 00:13:59,6.012,7.2,154.4
3918,14/06/22 00:18:59,6.012,8.424,154.4
3919,14/06/22 00:23:59,7.2,9.612,154.4
3920,14/06/22 00:28:59,6.012,7.2,154.4
3921,14/06/22 00:33:59,6.012,7.2,154.4
3922,14/06/22 00:38:59,6.012,8.424,154.4
3923,14/06/22 00:43:59,6.012,8.424,154.4
3924,14/06/22 00:48:59,6.012,8.424,154.4
3925,14/06/22 00:53:59,6.012,7.2,154.4
3926,14/06/22 00:58:59,7.2,9.612,154.4
3927,14/06/22 01:03:59,7.2,9.612,154.4
3928,14/06/22 01:08:59,7.2,9.612,154.4
3929,14/06/22 01:13:59,7.2,9.612,154.4
3930,14/06/22 01:18:59,6.012,8.424,154.4
3931,14/06/22 01:23:59,6.012,7.2,154.4
3932,14/06/22 01:28:59,6.012,7.2,154.4
3933,14/06/22 01:33:59,6.012,6.012,154.4
3934,14/06/22 01:38:59,6.012,7.2,154.4
3935,14/06/22 01:43:59,6.012,7.2,154.4
3936,14/06/22 01:48:59,6.012,8.424,154.4
3937,14/06/22 01:53:59,6.012,8.424,154.4
3938,14/06/22 01:58:59,7.2,9.612,154.4
3939,14/06/22 02:03:59,7.2,8.424,154.4
3940,14/06/22 02:08:59,6.012,8.424,154.4
3941,14/06/22 02:13:59,7.2,8.424,154.4
3942,14/06/22 02:18:59,6.012,8.424,154.4
3943,14/06/22 02:23:59,6.012,8.424,154.4
3944,14/06/22 02:28:59,4.824,6.012,154.4
3945,14/06/22 02:33:59,4.824,6.012,154.4
3946,14/06/22 02:38:59,2.412,3.6,154.4
3947,14/06/22 02:43:59,3.6,4.824,154.4
3948,14/06/22 02:48:59,4.824,6.012,154.4
3949,14/06/22 02:53:59,4.824,6.012,154.4
3950,14/06/22 02:58:59,6.012,7.2,154.4
3951,14/06/22 03:03:59,6.012,7.2,154.4
3952,14/06/22 03:08:59,7.2,8.424,154.4
3953,14/06/22 03:13:59,7.2,8.424,154.4
3954,14/06/22 03:18:59,7.2,8.424,154.4
3955,14/06/22 03:23:59,6.012,7.2,154.4
3956,14/06/22 03:28:59,6.012,7.2,154.4
3957,14/06/22 03:33:59,4.824,7.2,154.4
3958,14/06/22 03:38:59,4.824,6.012,154.4
3959,14/06/22 03:43:59,6.012,8.424,154.4
3960,14/06/22 03:48:59,6.012,7.2,154.4
3961,14/06/22 03:53:59,6.012,7.2,154.4
3962,14/06/22 03:58:59,6.012,8.424,154.4
3963,14/06/22 04:03:59,6.012,7.2,154.4
3964,14/06/22 04:08:59,6.012,7.2,154.4
3965,14/06/22 04:13:59,4.824,7.2,154.4
3966,14/06/22 04:18:59,6.012,8.424,154.4
3967,14/06/22 04:23:59,6.012,8.424,154.4
3968,14/06/22 04:28:59,6.012,7.2,154.4
3969,14/06/22 04:33:59,7.2,8.424,154.4
3970,14/06/22 04:38:59,6.012,8.424,154.4
3971,14/06/22 04:43:59,6.012,7.2,154.4
3972,14/06/22 04:48:59,7.2,8.424,154.4
3973,14/06/22 04:53:59,6.012,8.424,154.4
3974,14/06/22 04:58:59,4.824,6.012,154.4
3975,14/06/22 05:03:59,3.6,6.012,154.4
3976,14/06/22 05:08:59,2.412,4.824,154.4
3977,14/06/22 05:13:59,1.188,3.6,154.4
3978,14/06/22 05:18:59,2.412,6.012,154.4
3979,14/06/22 05:23:59,4.824,7.2,154.4
3980,14/06/22 05:28:59,6.012,7.2,154.4
3981,14/06/22 05:33:59,3.6,6.012,154.4
3982,14/06/22 05:38:59,6.012,7.2,154.4
3983,14/06/22 05:43:59,4.824,6.012,154.4
3984,14/06/22 05:48:59,6.012,8.424,154.4
3985,14/06/22 05:53:59,7.2,8.424,154.4
3986,14/06/22 05:58:59,4.824,7.2,154.4
3987,14/06/22 06:03:59,6.012,7.2,154.4
3988,14/06/22 06:08:59,3.6,6.012,154.4
3989,14/06/22 06:13:59,3.6,6.012,154.4
3990,14/06/22 06:18:59,6.012,7.2,154.4
3991,14/06/22 06:23:59,8.424,9.612,154.4
3992,14/06/22 06:28:59,7.2,9.612,154.4
3993,14/06/22 06:33:59,7.2,8.424,154.4
3994,14/06/22 06:38:59,7.2,9.612,154.4
3995,14/06/22 06:43:59,4.824,7.2,154.4
3996,14/06/22 06:48:59,3.6,4.824,154.4
3997,14/06/22 06:53:59,3.6,6.012,154.4
3998,14/06/22 06:58:59,2.412,3.6,154.4
3999,14/06/22 07:03:59,2.412,3.6,154.4
4000,14/06/22 07:08:59,2.412,4.824,154.4
4001,14/06/22 07:13:59,3.6,6.012,154.4
4002,14/06/22 07:18:59,6.012,8.424,154.4
4003,14/06/22 07:23:59,7.2,8.424,154.4
4004,14/06/22 07:28:59,6.012,7.2,154.4
4005,14/06/22 07:33:59,3.6,6.012,154.4
4006,14/06/22 07:38:59,6.012,8.424,154.4
4007,14/06/22 07:43:59,7.2,9.612,154.4
4008,14/06/22 07:48:59,7.2,9.612,154.4
4009,14/06/22 07:53:59,6.012,9.612,154.4
4010,14/06/22 07:58:59,3.6,4.824,154.4
4011,14/06/22 08:03:59,2.412,4.824,154.4
4012,14/06/22 08:08:59,3.6,4.824,154.4
4013,14/06/22 08:13:59,3.6,6.012,154.4
4014,14/06/22 08:18:59,4.824,7.2,154.4
4015,14/06/22 08:23:59,8.424,12.024,154.4
4016,14/06/22 08:28:59,7.2,10.836,154.4
4017,14/06/22 08:33:59,7.2,9.612,154.4
4018,14/06/22 08:38:59,6.012,8.424,154.4
4019,14/06/22 08:43:59,4.824,7.2,154.4
4020,14/06/22 08:48:59,4.824,6.012,154.4
4021,14/06/22 08:53:59,3.6,6.012,154.4
4022,14/06/22 08:58:59,3.6,4.824,154.4
4023,14/06/22 09:03:59,1.188,3.6,154.4
4024,14/06/22 09:08:59,1.188,3.6,154.4
4025,14/06/22 09:13:59,1.188,2.412,154.4
4026,14/06/22 09:18:59,2.412,3.6,154.4
4027,14/06/22 09:23:59,3.6,4.824,154.4
4028,14/06/22 09:28:59,2.412,4.824,154.4
4029,14/06/22 09:33:59,2.412,3.6,154.4
4030,14/06/22 09:38:59,2.412,3.6,154.4
4031,14/06/22 09:43:59,2.412,3.6,154.4
4032,14/06/22 09:48:59,0,2.412,154.4
4033,14/06/22 09:53:59,3.6,6.012,147.4
4034,14/06/22 09:58:59,3.6,6.012,154.4
4035,14/06/22 10:03:59,2.412,4.824,154.4
4036,14/06/22 10:08:59,2.412,3.6,143.2
4037,14/06/22 10:13:59,2.412,3.6,77.2
4038,14/06/22 10:18:59,3.6,6.012,66
4039,14/06/22 10:23:59,2.412,4.824,81.4
4040,14/06/22 10:28:59,1.188,3.6,98.3
4041,14/06/22 10:33:59,3.6,6.012,84.2
4042,14/06/22 10:38:59,4.824,6.012,49.1
4043,14/06/22 10:43:59,3.6,7.2,42.1
4044,14/06/22 10:48:59,2.412,6.012,53.3
4045,14/06/22 10:53:59,2.412,4.824,47.7
4046,14/06/22 10:58:59,1.188,4.824,67.4
4047,14/06/22 11:03:59,3.6,4.824,112.3
4048,14/06/22 11:08:59,2.412,6.012,54.8
4049,14/06/22 11:13:59,3.6,8.424,54.8
4050,14/06/22 11:18:59,4.824,8.424,126.4
4051,14/06/22 11:23:59,6.012,10.836,75.8
4052,14/06/22 11:28:59,4.824,9.612,122.1
4053,14/06/22 11:33:59,3.6,6.012,130.6
4054,14/06/22 11:38:59,3.6,4.824,143.2
4055,14/06/22 11:43:59,6.012,9.612,150.2
4056,14/06/22 11:48:59,6.012,10.836,150.2
4057,14/06/22 11:53:59,6.012,9.612,146
4058,14/06/22 11:58:59,4.824,8.424,144.6
4059,14/06/22 12:03:59,4.824,8.424,151.6
4060,14/06/22 12:08:59,4.824,7.2,148.8
4061,14/06/22 12:13:59,3.6,8.424,154.4
4062,14/06/22 12:18:59,4.824,10.836,157.2
4063,14/06/22 12:23:59,6.012,10.836,155.8
4064,14/06/22 12:28:59,4.824,8.424,164.3
4065,14/06/22 12:33:59,6.012,8.424,158.6
4066,14/06/22 12:38:59,6.012,8.424,162.9
4067,14/06/22 12:43:59,7.2,13.212,178.3
4068,14/06/22 12:48:59,8.424,15.624,192.3
4069,14/06/22 12:53:59,8.424,13.212,192.3
4070,14/06/22 12:58:59,8.424,13.212,192.3
4071,14/06/22 13:03:59,6.012,10.836,200.8
4072,14/06/22 13:08:59,4.824,9.612,196.5
4073,14/06/22 13:13:59,7.2,10.836,195.1
4074,14/06/22 13:18:59,7.2,12.024,200.8
4075,14/06/22 13:23:59,4.824,9.612,200.8
4076,14/06/22 13:28:59,6.012,12.024,193.7
4077,14/06/22 13:33:59,4.824,10.836,193.7
4078,14/06/22 13:38:59,6.012,10.836,195.1
