T�tulo de trazado: 20682650,,,,
N.�,Fecha,Velocidad del viento. km/hr (LGR S/N: 20682650. SEN S/N: 20679483. LBL: Km/h),Velocidad de R�fagas. km/hr (LGR S/N: 20682650. SEN S/N: 20679483. LBL: Km/h),Direcci�n del viento. � (LGR S/N: 20682650. SEN S/N: 20679483. LBL: N-S)
2459,05/11/19 02:36:13,28.872,33.66,338.3
2460,05/11/19 02:37:13,28.872,34.848,348.2
2461,05/11/19 02:38:13,31.248,37.26,351
2462,05/11/19 02:39:13,33.66,40.86,334.1
2463,05/11/19 02:40:13,32.472,42.084,320.1
2464,05/11/19 02:41:13,30.06,36.072,336.9
2465,05/11/19 02:42:13,27.648,33.66,335.5
2466,05/11/19 02:43:13,21.636,26.46,334.1
2467,05/11/19 02:44:13,22.86,32.472,335.5
2468,05/11/19 02:45:13,28.872,33.66,318.7
2469,05/11/19 02:46:13,22.86,27.648,317.3
2470,05/11/19 02:47:13,33.66,38.484,336.9
2471,05/11/19 02:48:13,28.872,33.66,334.1
2472,05/11/19 02:49:13,25.236,27.648,329.9
2473,05/11/19 02:50:13,27.648,31.248,329.9
2474,05/11/19 02:51:13,27.648,32.472,325.7
2475,05/11/19 02:52:13,26.46,32.472,335.5
2476,05/11/19 02:53:13,34.848,42.084,336.9
2477,05/11/19 02:54:13,34.848,40.86,335.5
2478,05/11/19 02:55:13,27.648,33.66,328.5
2479,05/11/19 02:56:13,26.46,33.66,328.5
2480,05/11/19 02:57:13,30.06,34.848,348.2
2481,05/11/19 02:58:13,31.248,36.072,332.7
2482,05/11/19 02:59:13,28.872,32.472,324.3
2483,05/11/19 03:00:13,25.236,28.872,327.1
2484,05/11/19 03:01:13,22.86,26.46,321.5
2485,05/11/19 03:02:13,24.048,28.872,321.5
2486,05/11/19 03:03:13,27.648,31.248,321.5
2487,05/11/19 03:04:13,25.236,30.06,329.9
2488,05/11/19 03:05:13,25.236,30.06,324.3
2489,05/11/19 03:06:13,25.236,27.648,325.7
2490,05/11/19 03:07:13,26.46,30.06,328.5
2491,05/11/19 03:08:13,26.46,32.472,329.9
2492,05/11/19 03:09:13,32.472,37.26,332.7
2493,05/11/19 03:10:13,26.46,36.072,336.9
2494,05/11/19 03:11:13,24.048,32.472,325.7
2495,05/11/19 03:12:13,28.872,33.66,327.1
2496,05/11/19 03:13:13,20.448,25.236,321.5
2497,05/11/19 03:14:13,31.248,34.848,348.2
2498,05/11/19 03:15:13,28.872,37.26,336.9
2499,05/11/19 03:16:13,31.248,34.848,344
2500,05/11/19 03:17:13,30.06,38.484,342.6
2501,05/11/19 03:18:13,27.648,36.072,351
2502,05/11/19 03:19:13,26.46,33.66,346.8
2503,05/11/19 03:20:13,16.848,27.648,338.3
2504,05/11/19 03:21:13,24.048,28.872,334.1
2505,05/11/19 03:22:13,24.048,31.248,341.2
2506,05/11/19 03:23:13,24.048,26.46,331.3
2507,05/11/19 03:24:13,24.048,28.872,331.3
2508,05/11/19 03:25:13,20.448,26.46,335.5
2509,05/11/19 03:26:13,25.236,31.248,334.1
2510,05/11/19 03:27:13,19.224,21.636,331.3
2511,05/11/19 03:28:13,25.236,34.848,336.9
2512,05/11/19 03:29:13,28.872,34.848,338.3
2513,05/11/19 03:30:13,31.248,36.072,344
2514,05/11/19 03:31:13,28.872,33.66,338.3
2515,05/11/19 03:32:13,27.648,28.872,334.1
2516,05/11/19 03:33:13,26.46,31.248,332.7
2517,05/11/19 03:34:13,30.06,34.848,325.7
2518,05/11/19 03:35:13,25.236,36.072,322.9
2519,05/11/19 03:36:13,20.448,26.46,322.9
2520,05/11/19 03:37:13,25.236,31.248,331.3
2521,05/11/19 03:38:13,24.048,26.46,341.2
2522,05/11/19 03:39:13,22.86,27.648,331.3
2523,05/11/19 03:40:13,28.872,36.072,345.4
2524,05/11/19 03:41:13,22.86,26.46,341.2
2525,05/11/19 03:42:13,24.048,28.872,339.7
2526,05/11/19 03:43:13,26.46,30.06,342.6
2527,05/11/19 03:44:13,28.872,31.248,346.8
2528,05/11/19 03:45:13,25.236,30.06,344
2529,05/11/19 03:46:13,22.86,26.46,338.3
2530,05/11/19 03:47:13,24.048,26.46,346.8
2531,05/11/19 03:48:13,26.46,31.248,351
2532,05/11/19 03:49:13,26.46,30.06,352.4
2533,05/11/19 03:50:13,24.048,31.248,349.6
2534,05/11/19 03:51:13,27.648,32.472,338.3
2535,05/11/19 03:52:13,26.46,30.06,349.6
2536,05/11/19 03:53:13,22.86,25.236,346.8
2537,05/11/19 03:54:13,20.448,22.86,338.3
2538,05/11/19 03:55:13,21.636,25.236,338.3
2539,05/11/19 03:56:13,24.048,30.06,336.9
2540,05/11/19 03:57:13,25.236,30.06,336.9
2541,05/11/19 03:58:13,24.048,28.872,338.3
2542,05/11/19 03:59:13,24.048,30.06,342.6
2543,05/11/19 04:00:13,31.248,36.072,341.2
2544,05/11/19 04:01:13,21.636,28.872,335.5
2545,05/11/19 04:02:13,31.248,37.26,335.5
2546,05/11/19 04:03:13,25.236,28.872,335.5
2547,05/11/19 04:04:13,25.236,27.648,336.9
2548,05/11/19 04:05:13,28.872,34.848,346.8
2549,05/11/19 04:06:13,28.872,36.072,341.2
2550,05/11/19 04:07:13,25.236,34.848,345.4
2551,05/11/19 04:08:13,25.236,30.06,348.2
2552,05/11/19 04:09:13,21.636,27.648,335.5
2553,05/11/19 04:10:13,24.048,32.472,346.8
2554,05/11/19 04:11:13,24.048,31.248,348.2
2555,05/11/19 04:12:13,21.636,25.236,342.6
2556,05/11/19 04:13:13,31.248,37.26,345.4
2557,05/11/19 04:14:13,27.648,34.848,355.2
2558,05/11/19 04:15:13,25.236,28.872,344
2559,05/11/19 04:16:13,24.048,30.06,355.2
2560,05/11/19 04:17:13,28.872,32.472,339.7
2561,05/11/19 04:18:13,26.46,31.248,348.2
2562,05/11/19 04:19:13,27.648,33.66,335.5
2563,05/11/19 04:20:13,28.872,33.66,349.6
2564,05/11/19 04:21:13,22.86,28.872,339.7
2565,05/11/19 04:22:13,24.048,32.472,348.2
2566,05/11/19 04:23:13,26.46,31.248,344
2567,05/11/19 04:24:13,31.248,34.848,344
2568,05/11/19 04:25:13,24.048,28.872,346.8
2569,05/11/19 04:26:13,30.06,32.472,339.7
2570,05/11/19 04:27:13,25.236,30.06,339.7
2571,05/11/19 04:28:13,20.448,22.86,336.9
2572,05/11/19 04:29:13,27.648,39.672,327.1
2573,05/11/19 04:30:13,24.048,31.248,322.9
2574,05/11/19 04:31:13,30.06,33.66,334.1
2575,05/11/19 04:32:13,27.648,32.472,321.5
2576,05/11/19 04:33:13,18.036,21.636,327.1
2577,05/11/19 04:34:13,9.612,12.024,314.5
2578,05/11/19 04:35:13,13.212,20.448,328.5
2579,05/11/19 04:36:13,24.048,26.46,352.4
2580,05/11/19 04:37:13,24.048,28.872,0
2581,05/11/19 04:38:13,20.448,27.648,352.4
2582,05/11/19 04:39:13,16.848,24.048,355.2
2583,05/11/19 04:40:13,24.048,27.648,113.7
2584,05/11/19 04:41:13,19.224,21.636,1.4
2585,05/11/19 04:42:13,22.86,27.648,334.1
2586,05/11/19 04:43:13,24.048,27.648,346.8
2587,05/11/19 04:44:13,20.448,24.048,1.4
2588,05/11/19 04:45:13,14.436,19.224,4.2
2589,05/11/19 04:46:13,21.636,33.66,1.4
2590,05/11/19 04:47:13,28.872,43.272,355.2
2591,05/11/19 04:48:13,20.448,26.46,355.2
2592,05/11/19 04:49:13,16.848,20.448,353.8
2593,05/11/19 04:50:13,20.448,25.236,12.6
2594,05/11/19 04:51:13,20.448,25.236,355.2
2595,05/11/19 04:52:13,19.224,24.048,348.2
2596,05/11/19 04:53:13,15.624,22.86,341.2
2597,05/11/19 04:54:13,18.036,24.048,345.4
2598,05/11/19 04:55:13,16.848,24.048,342.6
2599,05/11/19 04:56:13,15.624,18.036,349.6
2600,05/11/19 04:57:13,18.036,25.236,335.5
2601,05/11/19 04:58:13,22.86,27.648,353.8
2602,05/11/19 04:59:13,24.048,28.872,15.4
2603,05/11/19 05:00:13,21.636,26.46,54.8
2604,05/11/19 05:01:13,16.848,20.448,4.2
2605,05/11/19 05:02:13,15.624,18.036,26.7
2606,05/11/19 05:03:13,16.848,20.448,12.6
2607,05/11/19 05:04:13,16.848,21.636,1.4
2608,05/11/19 05:05:13,10.836,13.212,338.3
2609,05/11/19 05:06:13,6.012,10.836,334.1
2610,05/11/19 05:07:13,3.6,4.824,327.1
2611,05/11/19 05:08:13,1.188,2.412,327.1
2612,05/11/19 05:09:13,0,1.188,327.1
2613,05/11/19 05:10:13,6.012,8.424,219
2614,05/11/19 05:11:13,6.012,7.2,235.9
2615,05/11/19 05:12:13,8.424,13.212,200.8
2616,05/11/19 05:13:13,10.836,13.212,154.4
2617,05/11/19 05:14:13,7.2,13.212,224.6
2618,05/11/19 05:15:13,8.424,9.612,244.3
2619,05/11/19 05:16:13,6.012,8.424,217.6
2620,05/11/19 05:17:13,7.2,10.836,193.7
2621,05/11/19 05:18:13,12.024,15.624,175.5
2622,05/11/19 05:19:13,4.824,9.612,262.5
2623,05/11/19 05:20:13,6.012,7.2,196.5
2624,05/11/19 05:21:13,6.012,7.2,153
2625,05/11/19 05:22:13,3.6,4.824,124.9
2626,05/11/19 05:23:13,3.6,4.824,92.7
2627,05/11/19 05:24:13,4.824,6.012,80
2628,05/11/19 05:25:13,4.824,6.012,78.6
2629,05/11/19 05:26:13,3.6,4.824,78.6
2630,05/11/19 05:27:13,2.412,4.824,70.2
2631,05/11/19 05:28:13,2.412,2.412,67.4
2632,05/11/19 05:29:13,2.412,2.412,67.4
2633,05/11/19 05:30:13,3.6,6.012,63.2
2634,05/11/19 05:31:13,6.012,7.2,54.8
2635,05/11/19 05:32:13,4.824,6.012,49.1
2636,05/11/19 05:33:13,3.6,4.824,50.5
2637,05/11/19 05:34:13,2.412,3.6,49.1
2638,05/11/19 05:35:13,2.412,6.012,61.8
2639,05/11/19 05:36:13,4.824,7.2,80
2640,05/11/19 05:37:13,4.824,6.012,82.8
2641,05/11/19 05:38:13,6.012,8.424,77.2
2642,05/11/19 05:39:13,6.012,7.2,98.3
2643,05/11/19 05:40:13,6.012,7.2,98.3
2644,05/11/19 05:41:13,4.824,6.012,87
2645,05/11/19 05:42:13,2.412,6.012,91.3
2646,05/11/19 05:43:13,1.188,2.412,91.3
2647,05/11/19 05:44:13,0,0,91.3
2648,05/11/19 05:45:13,0,1.188,91.3
2649,05/11/19 05:46:13,1.188,2.412,91.3
2650,05/11/19 05:47:13,6.012,10.836,44.9
2651,05/11/19 05:48:13,10.836,12.024,28.1
2652,05/11/19 05:49:13,10.836,12.024,22.5
2653,05/11/19 05:50:13,10.836,12.024,22.5
2654,05/11/19 05:51:13,9.612,13.212,29.5
2655,05/11/19 05:52:13,8.424,10.836,35.1
2656,05/11/19 05:53:13,7.2,8.424,35.1
2657,05/11/19 05:54:13,7.2,9.612,35.1
2658,05/11/19 05:55:13,9.612,10.836,28.1
2659,05/11/19 05:56:13,10.836,13.212,15.4
2660,05/11/19 05:57:13,14.436,16.848,12.6
2661,05/11/19 05:58:13,12.024,14.436,15.4
2662,05/11/19 05:59:13,9.612,10.836,26.7
2663,05/11/19 06:00:13,7.2,8.424,19.7
2664,05/11/19 06:01:13,6.012,7.2,22.5
2665,05/11/19 06:02:13,6.012,8.424,16.8
2666,05/11/19 06:03:13,9.612,13.212,345.4
2667,05/11/19 06:04:13,4.824,7.2,328.5
2668,05/11/19 06:05:13,1.188,2.412,327.1
2669,05/11/19 06:06:13,1.188,2.412,327.1
2670,05/11/19 06:07:13,1.188,2.412,327.1
2671,05/11/19 06:08:13,0,1.188,327.1
2672,05/11/19 06:09:13,1.188,2.412,327.1
2673,05/11/19 06:10:13,1.188,2.412,327.1
2674,05/11/19 06:11:13,1.188,2.412,327.1
2675,05/11/19 06:12:13,0,1.188,327.1
2676,05/11/19 06:13:13,1.188,3.6,327.1
2677,05/11/19 06:14:13,4.824,6.012,353.8
2678,05/11/19 06:15:13,1.188,4.824,25.3
2679,05/11/19 06:16:13,2.412,3.6,26.7
2680,05/11/19 06:17:13,2.412,3.6,26.7
2681,05/11/19 06:18:13,1.188,2.412,26.7
2682,05/11/19 06:19:13,2.412,2.412,26.7
2683,05/11/19 06:20:13,1.188,3.6,26.7
2684,05/11/19 06:21:13,2.412,3.6,23.9
2685,05/11/19 06:22:13,3.6,3.6,18.3
2686,05/11/19 06:23:13,3.6,4.824,12.6
2687,05/11/19 06:24:13,3.6,4.824,9.8
2688,05/11/19 06:25:13,3.6,6.012,9.8
2689,05/11/19 06:26:13,6.012,7.2,4.2
2690,05/11/19 06:27:13,7.2,8.424,2.8
2691,05/11/19 06:28:13,8.424,8.424,12.6
2692,05/11/19 06:29:13,6.012,7.2,123.5
2693,05/11/19 06:30:13,7.2,8.424,127.8
2694,05/11/19 06:31:13,7.2,9.612,345.4
2695,05/11/19 06:32:13,6.012,7.2,345.4
2696,05/11/19 06:33:13,6.012,6.012,348.2
2697,05/11/19 06:34:13,4.824,6.012,349.6
2698,05/11/19 06:35:13,3.6,4.824,349.6
2699,05/11/19 06:36:13,3.6,4.824,349.6
2700,05/11/19 06:37:13,3.6,3.6,349.6
2701,05/11/19 06:38:13,2.412,3.6,349.6
2702,05/11/19 06:39:13,2.412,3.6,349.6
2703,05/11/19 06:40:13,2.412,2.412,349.6
2704,05/11/19 06:41:13,3.6,3.6,349.6
2705,05/11/19 06:42:13,3.6,4.824,349.6
2706,05/11/19 06:43:13,4.824,6.012,349.6
2707,05/11/19 06:44:13,3.6,4.824,349.6
2708,05/11/19 06:45:13,3.6,4.824,349.6
2709,05/11/19 06:46:13,4.824,4.824,349.6
2710,05/11/19 06:47:13,4.824,6.012,351
2711,05/11/19 06:48:13,4.824,6.012,355.2
2712,05/11/19 06:49:13,3.6,4.824,355.2
2713,05/11/19 06:50:13,4.824,6.012,338.3
2714,05/11/19 06:51:13,6.012,7.2,321.5
2715,05/11/19 06:52:13,6.012,6.012,318.7
2716,05/11/19 06:53:13,4.824,6.012,317.3
2717,05/11/19 06:54:13,4.824,6.012,317.3
2718,05/11/19 06:55:13,4.824,4.824,317.3
2719,05/11/19 06:56:13,4.824,6.012,317.3
2720,05/11/19 06:57:13,4.824,6.012,311.7
2721,05/11/19 06:58:13,4.824,6.012,314.5
2722,05/11/19 06:59:13,4.824,8.424,315.9
2723,05/11/19 07:00:13,7.2,9.612,321.5
2724,05/11/19 07:01:13,6.012,6.012,322.9
2725,05/11/19 07:02:13,4.824,6.012,317.3
2726,05/11/19 07:03:13,4.824,6.012,317.3
2727,05/11/19 07:04:13,6.012,6.012,320.1
2728,05/11/19 07:05:13,6.012,7.2,325.7
2729,05/11/19 07:06:13,6.012,7.2,332.7
2730,05/11/19 07:07:13,4.824,6.012,332.7
2731,05/11/19 07:08:13,3.6,4.824,332.7
2732,05/11/19 07:09:13,2.412,3.6,332.7
2733,05/11/19 07:10:13,2.412,2.412,332.7
2734,05/11/19 07:11:13,2.412,2.412,332.7
2735,05/11/19 07:12:13,1.188,2.412,332.7
2736,05/11/19 07:13:13,1.188,2.412,332.7
2737,05/11/19 07:14:13,1.188,1.188,332.7
2738,05/11/19 07:15:13,0,0,332.7
2739,05/11/19 07:16:13,0,0,332.7
2740,05/11/19 07:17:13,0,0,332.7
2741,05/11/19 07:18:13,0,0,332.7
2742,05/11/19 07:19:13,0,0,332.7
2743,05/11/19 07:20:13,0,0,332.7
2744,05/11/19 07:21:13,0,0,332.7
2745,05/11/19 07:22:13,1.188,3.6,321.5
2746,05/11/19 07:23:13,2.412,3.6,318.7
2747,05/11/19 07:24:13,3.6,4.824,318.7
2748,05/11/19 07:25:13,4.824,4.824,314.5
2749,05/11/19 07:26:13,4.824,6.012,306.1
2750,05/11/19 07:27:13,4.824,6.012,306.1
2751,05/11/19 07:28:13,3.6,4.824,306.1
2752,05/11/19 07:29:13,3.6,4.824,306.1
2753,05/11/19 07:30:13,3.6,4.824,306.1
2754,05/11/19 07:31:13,3.6,4.824,306.1
2755,05/11/19 07:32:13,3.6,4.824,306.1
2756,05/11/19 07:33:13,3.6,4.824,306.1
2757,05/11/19 07:34:13,3.6,4.824,306.1
2758,05/11/19 07:35:13,3.6,4.824,306.1
2759,05/11/19 07:36:13,4.824,4.824,306.1
2760,05/11/19 07:37:13,3.6,4.824,306.1
2761,05/11/19 07:38:13,2.412,2.412,306.1
2762,05/11/19 07:39:13,1.188,2.412,306.1
2763,05/11/19 07:40:13,1.188,2.412,306.1
2764,05/11/19 07:41:13,1.188,2.412,306.1
2765,05/11/19 07:42:13,2.412,3.6,306.1
2766,05/11/19 07:43:13,3.6,4.824,304.7
2767,05/11/19 07:44:13,6.012,7.2,221.8
2768,05/11/19 07:45:13,6.012,7.2,198
2769,05/11/19 07:46:13,7.2,8.424,190.9
2770,05/11/19 07:47:13,8.424,9.612,202.2
2771,05/11/19 07:48:13,7.2,7.2,202.2
2772,05/11/19 07:49:13,7.2,7.2,212
2773,05/11/19 07:50:13,6.012,6.012,220.4
2774,05/11/19 07:51:13,4.824,4.824,220.4
2775,05/11/19 07:52:13,3.6,4.824,220.4
2776,05/11/19 07:53:13,2.412,3.6,220.4
2777,05/11/19 07:54:13,1.188,2.412,220.4
2778,05/11/19 07:55:13,2.412,3.6,220.4
2779,05/11/19 07:56:13,2.412,3.6,220.4
2780,05/11/19 07:57:13,2.412,2.412,220.4
2781,05/11/19 07:58:13,1.188,3.6,220.4
2782,05/11/19 07:59:13,2.412,3.6,220.4
2783,05/11/19 08:00:13,2.412,3.6,220.4
2784,05/11/19 08:01:13,3.6,4.824,220.4
2785,05/11/19 08:02:13,4.824,6.012,219
2786,05/11/19 08:03:13,3.6,4.824,219
2787,05/11/19 08:04:13,2.412,4.824,219
2788,05/11/19 08:05:13,4.824,7.2,214.8
2789,05/11/19 08:06:13,3.6,6.012,210.6
2790,05/11/19 08:07:13,3.6,6.012,210.6
2791,05/11/19 08:08:13,3.6,4.824,210.6
2792,05/11/19 08:09:13,2.412,3.6,210.6
2793,05/11/19 08:10:13,1.188,3.6,210.6
2794,05/11/19 08:11:13,1.188,3.6,210.6
2795,05/11/19 08:12:13,0,2.412,210.6
2796,05/11/19 08:13:13,0,1.188,210.6
2797,05/11/19 08:14:13,2.412,6.012,210.6
2798,05/11/19 08:15:13,3.6,6.012,210.6
2799,05/11/19 08:16:13,2.412,3.6,210.6
2800,05/11/19 08:17:13,1.188,2.412,210.6
2801,05/11/19 08:18:13,2.412,4.824,210.6
2802,05/11/19 08:19:13,3.6,6.012,210.6
2803,05/11/19 08:20:13,4.824,6.012,172.7
2804,05/11/19 08:21:13,3.6,6.012,169.9
2805,05/11/19 08:22:13,1.188,3.6,169.9
2806,05/11/19 08:23:13,1.188,2.412,169.9
2807,05/11/19 08:24:13,0,0,169.9
2808,05/11/19 08:25:13,0,0,169.9
2809,05/11/19 08:26:13,1.188,6.012,169.9
2810,05/11/19 08:27:13,3.6,6.012,169.9
2811,05/11/19 08:28:13,4.824,6.012,168.5
2812,05/11/19 08:29:13,6.012,7.2,171.3
2813,05/11/19 08:30:13,7.2,9.612,168.5
2814,05/11/19 08:31:13,4.824,6.012,158.6
2815,05/11/19 08:32:13,2.412,4.824,158.6
2816,05/11/19 08:33:13,2.412,4.824,158.6
2817,05/11/19 08:34:13,3.6,6.012,146
2818,05/11/19 08:35:13,2.412,4.824,141.8
2819,05/11/19 08:36:13,3.6,6.012,154.4
2820,05/11/19 08:37:13,3.6,4.824,168.5
2821,05/11/19 08:38:13,4.824,6.012,168.5
2822,05/11/19 08:39:13,6.012,7.2,178.3
2823,05/11/19 08:40:13,4.824,6.012,183.9
2824,05/11/19 08:41:13,1.188,2.412,183.9
2825,05/11/19 08:42:13,1.188,2.412,183.9
2826,05/11/19 08:43:13,1.188,2.412,183.9
2827,05/11/19 08:44:13,7.2,8.424,192.3
2828,05/11/19 08:45:13,3.6,6.012,183.9
2829,05/11/19 08:46:13,7.2,9.612,189.5
2830,05/11/19 08:47:13,7.2,9.612,182.5
2831,05/11/19 08:48:13,8.424,12.024,196.5
2832,05/11/19 08:49:13,7.2,10.836,207.8
2833,05/11/19 08:50:13,7.2,12.024,186.7
2834,05/11/19 08:51:13,6.012,7.2,205
2835,05/11/19 08:52:13,6.012,8.424,212
2836,05/11/19 08:53:13,7.2,9.612,217.6
2837,05/11/19 08:54:13,6.012,9.612,220.4
2838,05/11/19 08:55:13,3.6,6.012,216.2
2839,05/11/19 08:56:13,7.2,12.024,202.2
2840,05/11/19 08:57:13,2.412,4.824,199.4
2841,05/11/19 08:58:13,9.612,13.212,221.8
2842,05/11/19 08:59:13,7.2,10.836,217.6
2843,05/11/19 09:00:13,9.612,13.212,214.8
2844,05/11/19 09:01:13,9.612,10.836,230.2
2845,05/11/19 09:02:13,7.2,8.424,227.4
2846,05/11/19 09:03:13,6.012,7.2,219
2847,05/11/19 09:04:13,2.412,4.824,190.9
2848,05/11/19 09:05:13,4.824,7.2,151.6
2849,05/11/19 09:06:13,6.012,7.2,140.4
2850,05/11/19 09:07:13,3.6,10.836,141.8
2851,05/11/19 09:08:13,9.612,13.212,167.1
2852,05/11/19 09:09:13,10.836,13.212,169.9
2853,05/11/19 09:10:13,9.612,12.024,188.1
2854,05/11/19 09:11:13,8.424,12.024,185.3
2855,05/11/19 09:12:13,6.012,12.024,148.8
2856,05/11/19 09:13:13,9.612,12.024,157.2
2857,05/11/19 09:14:13,10.836,12.024,148.8
2858,05/11/19 09:15:13,6.012,9.612,124.9
2859,05/11/19 09:16:13,6.012,8.424,178.3
2860,05/11/19 09:17:13,7.2,9.612,178.3
2861,05/11/19 09:18:13,9.612,14.436,168.5
2862,05/11/19 09:19:13,9.612,10.836,179.7
2863,05/11/19 09:20:13,6.012,9.612,175.5
2864,05/11/19 09:21:13,9.612,10.836,181.1
2865,05/11/19 09:22:13,8.424,10.836,188.1
2866,05/11/19 09:23:13,3.6,8.424,192.3
2867,05/11/19 09:24:13,6.012,8.424,147.4
2868,05/11/19 09:25:13,6.012,8.424,126.4
2869,05/11/19 09:26:13,4.824,7.2,160
2870,05/11/19 09:27:13,4.824,8.424,172.7
2871,05/11/19 09:28:13,4.824,9.612,120.7
2872,05/11/19 09:29:13,8.424,12.024,133.4
2873,05/11/19 09:30:13,8.424,10.836,136.2
2874,05/11/19 09:31:13,6.012,8.424,140.4
2875,05/11/19 09:32:13,1.188,4.824,139
2876,05/11/19 09:33:13,2.412,4.824,139
2877,05/11/19 09:34:13,7.2,12.024,134.8
2878,05/11/19 09:35:13,6.012,7.2,115.1
2879,05/11/19 09:36:13,7.2,13.212,123.5
2880,05/11/19 09:37:13,6.012,9.612,127.8
2881,05/11/19 09:38:13,6.012,8.424,133.4
2882,05/11/19 09:39:13,8.424,13.212,190.9
2883,05/11/19 09:40:13,4.824,8.424,202.2
2884,05/11/19 09:41:13,6.012,9.612,217.6
2885,05/11/19 09:42:13,7.2,9.612,196.5
2886,05/11/19 09:43:13,7.2,10.836,193.7
2887,05/11/19 09:44:13,8.424,9.612,199.4
2888,05/11/19 09:45:13,7.2,9.612,195.1
2889,05/11/19 09:46:13,8.424,12.024,144.6
2890,05/11/19 09:47:13,10.836,13.212,154.4
2891,05/11/19 09:48:13,6.012,8.424,161.5
2892,05/11/19 09:49:13,7.2,10.836,160
2893,05/11/19 09:50:13,9.612,12.024,154.4
2894,05/11/19 09:51:13,9.612,10.836,129.2
2895,05/11/19 09:52:13,10.836,15.624,148.8
2896,05/11/19 09:53:13,13.212,15.624,178.3
2897,05/11/19 09:54:13,7.2,10.836,206.4
2898,05/11/19 09:55:13,7.2,9.612,206.4
2899,05/11/19 09:56:13,8.424,24.048,192.3
2900,05/11/19 09:57:13,12.024,18.036,146
2901,05/11/19 09:58:13,13.212,18.036,150.2
2902,05/11/19 09:59:13,13.212,16.848,154.4
2903,05/11/19 10:00:13,6.012,9.612,133.4
2904,05/11/19 10:01:13,3.6,7.2,120.7
2905,05/11/19 10:02:13,12.024,18.036,124.9
2906,05/11/19 10:03:13,13.212,16.848,124.9
2907,05/11/19 10:04:13,9.612,14.436,153
2908,05/11/19 10:05:13,8.424,12.024,143.2
2909,05/11/19 10:06:13,6.012,10.836,133.4
2910,05/11/19 10:07:13,7.2,10.836,98.3
2911,05/11/19 10:08:13,12.024,15.624,96.9
2912,05/11/19 10:09:13,7.2,9.612,82.8
2913,05/11/19 10:10:13,9.612,14.436,115.1
2914,05/11/19 10:11:13,13.212,14.436,117.9
2915,05/11/19 10:12:13,8.424,12.024,123.5
2916,05/11/19 10:13:13,9.612,14.436,117.9
2917,05/11/19 10:14:13,8.424,15.624,134.8
2918,05/11/19 10:15:13,9.612,13.212,164.3
2919,05/11/19 10:16:13,13.212,15.624,182.5
2920,05/11/19 10:17:13,7.2,12.024,150.2
2921,05/11/19 10:18:13,14.436,20.448,140.4
2922,05/11/19 10:19:13,12.024,14.436,116.5
2923,05/11/19 10:20:13,10.836,15.624,106.7
2924,05/11/19 10:21:13,9.612,13.212,77.2
2925,05/11/19 10:22:13,15.624,31.248,143.2
2926,05/11/19 10:23:13,12.024,18.036,120.7
2927,05/11/19 10:24:13,12.024,16.848,137.6
2928,05/11/19 10:25:13,7.2,12.024,140.4
2929,05/11/19 10:26:13,14.436,19.224,141.8
2930,05/11/19 10:27:13,10.836,15.624,140.4
2931,05/11/19 10:28:13,9.612,13.212,127.8
2932,05/11/19 10:29:13,9.612,13.212,130.6
2933,05/11/19 10:30:13,7.2,9.612,143.2
2934,05/11/19 10:31:13,2.412,4.824,154.4
2935,05/11/19 10:32:13,12.024,15.624,147.4
2936,05/11/19 10:33:13,13.212,19.224,148.8
2937,05/11/19 10:34:13,10.836,15.624,126.4
2938,05/11/19 10:35:13,13.212,16.848,91.3
2939,05/11/19 10:36:13,13.212,18.036,95.5
2940,05/11/19 10:37:13,12.024,15.624,110.9
2941,05/11/19 10:38:13,6.012,7.2,103.9
2942,05/11/19 10:39:13,12.024,19.224,134.8
2943,05/11/19 10:40:13,9.612,13.212,122.1
2944,05/11/19 10:41:13,10.836,15.624,120.7
2945,05/11/19 10:42:13,10.836,16.848,105.3
2946,05/11/19 10:43:13,10.836,14.436,110.9
2947,05/11/19 10:44:13,13.212,21.636,110.9
2948,05/11/19 10:45:13,8.424,10.836,130.6
2949,05/11/19 10:46:13,7.2,13.212,143.2
2950,05/11/19 10:47:13,12.024,16.848,103.9
2951,05/11/19 10:48:13,8.424,12.024,108.1
2952,05/11/19 10:49:13,3.6,7.2,80
2953,05/11/19 10:50:13,2.412,4.824,51.9
2954,05/11/19 10:51:13,3.6,6.012,161.5
2955,05/11/19 10:52:13,12.024,20.448,130.6
2956,05/11/19 10:53:13,12.024,16.848,139
2957,05/11/19 10:54:13,12.024,13.212,134.8
2958,05/11/19 10:55:13,7.2,9.612,126.4
2959,05/11/19 10:56:13,6.012,16.848,113.7
2960,05/11/19 10:57:13,16.848,26.46,122.1
2961,05/11/19 10:58:13,10.836,15.624,158.6
2962,05/11/19 10:59:13,15.624,22.86,113.7
2963,05/11/19 11:00:13,15.624,19.224,85.6
2964,05/11/19 11:01:13,12.024,18.036,147.4
2965,05/11/19 11:02:13,10.836,19.224,155.8
2966,05/11/19 11:03:13,14.436,16.848,158.6
2967,05/11/19 11:04:13,13.212,19.224,157.2
2968,05/11/19 11:05:13,13.212,18.036,157.2
2969,05/11/19 11:06:13,15.624,19.224,150.2
2970,05/11/19 11:07:13,12.024,16.848,144.6
2971,05/11/19 11:08:13,16.848,20.448,137.6
2972,05/11/19 11:09:13,15.624,19.224,165.7
2973,05/11/19 11:10:13,15.624,20.448,143.2
2974,05/11/19 11:11:13,14.436,18.036,153
