T�tulo de trazado:  E1,,,,T�tulo
4249,06/11/21 16:59:24,7.200,8.424,127.8
4250,06/11/21 17:00:24,4.824,9.612,129.2
4251,06/11/21 17:01:24,7.200,9.612,137.6
4252,06/11/21 17:02:24,6.012,7.200,150.2
4253,06/11/21 17:03:24,6.012,8.424,153.0
4254,06/11/21 17:04:24,4.824,7.200,151.6
4255,06/11/21 17:05:24,6.012,8.424,158.6
4256,06/11/21 17:06:24,7.200,10.836,165.7
4257,06/11/21 17:07:24,2.412,4.824,164.3
4258,06/11/21 17:08:24,0.000,0.000,164.3
4259,06/11/21 17:09:24,1.188,2.412,164.3
4260,06/11/21 17:10:24,0.000,1.188,164.3
4261,06/11/21 17:11:24,3.600,7.200,165.7
4262,06/11/21 17:12:24,6.012,8.424,165.7
4263,06/11/21 17:13:24,6.012,8.424,162.9
4264,06/11/21 17:14:24,4.824,7.200,157.2
4265,06/11/21 17:15:24,3.600,6.012,155.8
4266,06/11/21 17:16:24,1.188,3.600,155.8
4267,06/11/21 17:17:24,2.412,3.600,155.8
4268,06/11/21 17:18:24,4.824,9.612,144.6
4269,06/11/21 17:19:24,2.412,4.824,108.1
4270,06/11/21 17:20:24,2.412,4.824,108.1
4271,06/11/21 17:21:24,3.600,6.012,108.1
4272,06/11/21 17:22:24,6.012,7.200,108.1
4273,06/11/21 17:23:24,3.600,4.824,108.1
4274,06/11/21 17:24:24,6.012,7.200,108.1
4275,06/11/21 17:25:24,7.200,9.612,95.5
4276,06/11/21 17:26:24,6.012,7.200,89.9
4277,06/11/21 17:27:24,4.824,6.012,88.4
4278,06/11/21 17:28:24,4.824,7.200,88.4
4279,06/11/21 17:29:24,3.600,4.824,88.4
4280,06/11/21 17:30:24,2.412,3.600,88.4
4281,06/11/21 17:31:24,3.600,6.012,88.4
4282,06/11/21 17:32:24,6.012,7.200,91.3
4283,06/11/21 17:33:24,4.824,6.012,91.3
4284,06/11/21 17:34:24,4.824,6.012,89.9
4285,06/11/21 17:35:24,3.600,6.012,92.7
4286,06/11/21 17:36:24,3.600,4.824,89.9
4287,06/11/21 17:37:24,1.188,3.600,88.4
4288,06/11/21 17:38:24,2.412,4.824,89.9
4289,06/11/21 17:39:24,3.600,6.012,91.3
4290,06/11/21 17:40:24,3.600,3.600,91.3
4291,06/11/21 17:41:24,0.000,2.412,91.3
4292,06/11/21 17:42:24,2.412,7.200,103.9
4293,06/11/21 17:43:24,6.012,8.424,124.9
4294,06/11/21 17:44:24,4.824,8.424,126.4
4295,06/11/21 17:45:24,7.200,9.612,123.5
4296,06/11/21 17:46:24,4.824,8.424,124.9
4297,06/11/21 17:47:24,4.824,6.012,123.5
4298,06/11/21 17:48:24,3.600,4.824,124.9
4299,06/11/21 17:49:24,4.824,6.012,124.9
4300,06/11/21 17:50:24,6.012,7.200,115.1
4301,06/11/21 17:51:24,6.012,8.424,91.3
4302,06/11/21 17:52:24,6.012,8.424,85.6
4303,06/11/21 17:53:24,4.824,6.012,84.2
4304,06/11/21 17:54:24,6.012,6.012,84.2
4305,06/11/21 17:55:24,4.824,6.012,82.8
4306,06/11/21 17:56:24,6.012,8.424,84.2
4307,06/11/21 17:57:24,7.200,8.424,82.8
4308,06/11/21 17:58:24,4.824,6.012,80.0
4309,06/11/21 17:59:24,4.824,7.200,80.0
4310,06/11/21 18:00:24,6.012,7.200,81.4
4311,06/11/21 18:01:24,3.600,4.824,81.4
4312,06/11/21 18:02:24,4.824,4.824,81.4
4313,06/11/21 18:03:24,2.412,4.824,81.4
4314,06/11/21 18:04:24,3.600,4.824,80.0
4315,06/11/21 18:05:24,2.412,3.600,80.0
4316,06/11/21 18:06:24,2.412,4.824,80.0
4317,06/11/21 18:07:24,3.600,4.824,82.8
4318,06/11/21 18:08:24,4.824,6.012,81.4
4319,06/11/21 18:09:24,4.824,6.012,81.4
4320,06/11/21 18:10:24,4.824,6.012,81.4
4321,06/11/21 18:11:24,4.824,6.012,81.4
4322,06/11/21 18:12:24,3.600,4.824,81.4
4323,06/11/21 18:13:24,4.824,7.200,81.4
4324,06/11/21 18:14:24,4.824,7.200,81.4
4325,06/11/21 18:15:24,3.600,3.600,80.0
4326,06/11/21 18:16:24,2.412,3.600,82.8
4327,06/11/21 18:17:24,2.412,3.600,80.0
4328,06/11/21 18:18:24,2.412,2.412,80.0
4329,06/11/21 18:19:24,2.412,3.600,80.0
4330,06/11/21 18:20:24,3.600,3.600,80.0
4331,06/11/21 18:21:24,3.600,3.600,80.0
4332,06/11/21 18:22:24,3.600,4.824,81.4
4333,06/11/21 18:23:24,3.600,4.824,80.0
4334,06/11/21 18:24:24,4.824,4.824,80.0
4335,06/11/21 18:25:24,4.824,6.012,81.4
4336,06/11/21 18:26:24,6.012,6.012,82.8
4337,06/11/21 18:27:24,4.824,6.012,82.8
4338,06/11/21 18:28:24,6.012,6.012,81.4
4339,06/11/21 18:29:24,6.012,6.012,80.0
4340,06/11/21 18:30:24,4.824,6.012,82.8
4341,06/11/21 18:31:24,4.824,6.012,81.4
4342,06/11/21 18:32:24,4.824,6.012,82.8
4343,06/11/21 18:33:24,4.824,6.012,81.4
4344,06/11/21 18:34:24,6.012,6.012,84.2
4345,06/11/21 18:35:24,4.824,6.012,84.2
4346,06/11/21 18:36:24,4.824,4.824,78.6
4347,06/11/21 18:37:24,4.824,6.012,81.4
4348,06/11/21 18:38:24,6.012,7.200,80.0
4349,06/11/21 18:39:24,6.012,6.012,78.6
4350,06/11/21 18:40:24,6.012,6.012,81.4
4351,06/11/21 18:41:24,6.012,6.012,80.0
4352,06/11/21 18:42:24,6.012,6.012,80.0
4353,06/11/21 18:43:24,6.012,6.012,78.6
4354,06/11/21 18:44:24,6.012,7.200,80.0
4355,06/11/21 18:45:24,6.012,7.200,78.6
4356,06/11/21 18:46:24,6.012,7.200,80.0
4357,06/11/21 18:47:24,7.200,7.200,78.6
4358,06/11/21 18:48:24,7.200,7.200,80.0
4359,06/11/21 18:49:24,7.200,7.200,80.0
4360,06/11/21 18:50:24,6.012,7.200,80.0
4361,06/11/21 18:51:24,6.012,7.200,78.6
4362,06/11/21 18:52:24,6.012,7.200,78.6
4363,06/11/21 18:53:24,6.012,7.200,80.0
4364,06/11/21 18:54:24,7.200,7.200,80.0
4365,06/11/21 18:55:24,6.012,7.200,78.6
4366,06/11/21 18:56:24,6.012,6.012,78.6
4367,06/11/21 18:57:24,6.012,7.200,78.6
4368,06/11/21 18:58:24,6.012,7.200,81.4
4369,06/11/21 18:59:24,7.200,8.424,80.0
4370,06/11/21 19:00:24,7.200,8.424,81.4
4371,06/11/21 19:01:24,8.424,8.424,81.4
4372,06/11/21 19:02:24,8.424,9.612,64.6
4373,06/11/21 19:03:24,9.612,10.836,43.5
4374,06/11/21 19:04:24,10.836,12.024,30.9
4375,06/11/21 19:05:24,10.836,12.024,35.1
4376,06/11/21 19:06:24,9.612,10.836,36.5
4377,06/11/21 19:07:24,10.836,10.836,43.5
4378,06/11/21 19:08:24,10.836,12.024,49.1
4379,06/11/21 19:09:24,12.024,12.024,46.3
4380,06/11/21 19:10:24,12.024,13.212,43.5
4381,06/11/21 19:11:24,13.212,13.212,46.3
4382,06/11/21 19:12:24,13.212,13.212,50.5
4383,06/11/21 19:13:24,13.212,14.436,47.7
4384,06/11/21 19:14:24,13.212,14.436,39.3
4385,06/11/21 19:15:24,14.436,14.436,36.5
4386,06/11/21 19:16:24,14.436,15.624,44.9
4387,06/11/21 19:17:24,15.624,16.848,50.5
4388,06/11/21 19:18:24,15.624,16.848,53.3
4389,06/11/21 19:19:24,15.624,16.848,57.6
4390,06/11/21 19:20:24,15.624,15.624,57.6
4391,06/11/21 19:21:24,14.436,15.624,54.8
4392,06/11/21 19:22:24,14.436,15.624,70.2
4393,06/11/21 19:23:24,13.212,14.436,61.8
4394,06/11/21 19:24:24,13.212,15.624,64.6
4395,06/11/21 19:25:24,13.212,14.436,63.2
4396,06/11/21 19:26:24,13.212,14.436,61.8
4397,06/11/21 19:27:24,14.436,15.624,64.6
4398,06/11/21 19:28:24,15.624,16.848,73.0
4399,06/11/21 19:29:24,14.436,15.624,73.0
4400,06/11/21 19:30:24,14.436,15.624,70.2
4401,06/11/21 19:31:24,14.436,14.436,68.8
4402,06/11/21 19:32:24,13.212,14.436,66.0
4403,06/11/21 19:33:24,13.212,14.436,59.0
4404,06/11/21 19:34:24,13.212,14.436,66.0
4405,06/11/21 19:35:24,12.024,13.212,57.6
4406,06/11/21 19:36:24,12.024,12.024,51.9
4407,06/11/21 19:37:24,10.836,12.024,51.9
4408,06/11/21 19:38:24,10.836,12.024,66.0
4409,06/11/21 19:39:24,10.836,12.024,75.8
4410,06/11/21 19:40:24,9.612,10.836,40.7
4411,06/11/21 19:41:24,9.612,10.836,39.3
4412,06/11/21 19:42:24,9.612,10.836,37.9
4413,06/11/21 19:43:24,10.836,12.024,51.9
4414,06/11/21 19:44:24,10.836,12.024,43.5
4415,06/11/21 19:45:24,8.424,9.612,54.8
4416,06/11/21 19:46:24,9.612,10.836,56.2
4417,06/11/21 19:47:24,9.612,10.836,67.4
4418,06/11/21 19:48:24,9.612,10.836,64.6
4419,06/11/21 19:49:24,9.612,9.612,57.6
4420,06/11/21 19:50:24,8.424,8.424,66.0
4421,06/11/21 19:51:24,8.424,9.612,50.5
4422,06/11/21 19:52:24,8.424,9.612,67.4
4423,06/11/21 19:53:24,8.424,9.612,57.6
4424,06/11/21 19:54:24,8.424,8.424,59.0
4425,06/11/21 19:55:24,7.200,8.424,54.8
4426,06/11/21 19:56:24,8.424,9.612,51.9
4427,06/11/21 19:57:24,8.424,8.424,44.9
4428,06/11/21 19:58:24,8.424,8.424,51.9
4429,06/11/21 19:59:24,8.424,9.612,60.4
4430,06/11/21 20:00:24,7.200,8.424,54.8
4431,06/11/21 20:01:24,7.200,8.424,64.6
4432,06/11/21 20:02:24,7.200,8.424,57.6
4433,06/11/21 20:03:24,7.200,8.424,57.6
4434,06/11/21 20:04:24,7.200,8.424,40.7
4435,06/11/21 20:05:24,7.200,7.200,35.1
4436,06/11/21 20:06:24,7.200,7.200,46.3
4437,06/11/21 20:07:24,7.200,8.424,32.3
4438,06/11/21 20:08:24,8.424,8.424,67.4
4439,06/11/21 20:09:24,8.424,8.424,22.5
4440,06/11/21 20:10:24,8.424,8.424,28.1
4441,06/11/21 20:11:24,8.424,8.424,64.6
4442,06/11/21 20:12:24,8.424,8.424,355.2
4443,06/11/21 20:13:24,7.200,8.424,355.2
4444,06/11/21 20:14:24,7.200,8.424,351.0
4445,06/11/21 20:15:24,7.200,8.424,338.3
4446,06/11/21 20:16:24,8.424,10.836,331.3
4447,06/11/21 20:17:24,9.612,10.836,327.1
4448,06/11/21 20:18:24,9.612,12.024,329.9
4449,06/11/21 20:19:24,10.836,12.024,321.5
4450,06/11/21 20:20:24,10.836,12.024,321.5
4451,06/11/21 20:21:24,10.836,12.024,324.3
4452,06/11/21 20:22:24,10.836,12.024,331.3
4453,06/11/21 20:23:24,10.836,12.024,334.1
4454,06/11/21 20:24:24,10.836,12.024,336.9
4455,06/11/21 20:25:24,10.836,12.024,334.1
4456,06/11/21 20:26:24,9.612,10.836,334.1
4457,06/11/21 20:27:24,10.836,12.024,328.5
4458,06/11/21 20:28:24,10.836,12.024,331.3
4459,06/11/21 20:29:24,10.836,12.024,331.3
4460,06/11/21 20:30:24,10.836,12.024,327.1
4461,06/11/21 20:31:24,10.836,13.212,327.1
4462,06/11/21 20:32:24,10.836,13.212,335.5
4463,06/11/21 20:33:24,10.836,13.212,344.0
4464,06/11/21 20:34:24,10.836,12.024,342.6
4465,06/11/21 20:35:24,10.836,12.024,339.7
4466,06/11/21 20:36:24,10.836,12.024,346.8
4467,06/11/21 20:37:24,10.836,12.024,335.5
4468,06/11/21 20:38:24,10.836,12.024,336.9
4469,06/11/21 20:39:24,10.836,12.024,344.0
4470,06/11/21 20:40:24,9.612,10.836,342.6
4471,06/11/21 20:41:24,9.612,10.836,351.0
4472,06/11/21 20:42:24,9.612,10.836,329.9
4473,06/11/21 20:43:24,9.612,9.612,346.8
4474,06/11/21 20:44:24,9.612,10.836,352.4
4475,06/11/21 20:45:24,9.612,10.836,351.0
4476,06/11/21 20:46:24,9.612,10.836,349.6
4477,06/11/21 20:47:24,9.612,10.836,349.6
4478,06/11/21 20:48:24,9.612,9.612,351.0
4479,06/11/21 20:49:24,9.612,10.836,355.2
4480,06/11/21 20:50:24,9.612,9.612,353.8
4481,06/11/21 20:51:24,9.612,9.612,355.2
4482,06/11/21 20:52:24,9.612,9.612,355.2
4483,06/11/21 20:53:24,8.424,9.612,355.2
4484,06/11/21 20:54:24,8.424,9.612,355.2
4485,06/11/21 20:55:24,8.424,10.836,355.2
4486,06/11/21 20:56:24,8.424,9.612,355.2
4487,06/11/21 20:57:24,8.424,9.612,355.2
4488,06/11/21 20:58:24,8.424,9.612,349.6
4489,06/11/21 20:59:24,8.424,9.612,352.4
4490,06/11/21 21:00:24,9.612,9.612,339.7
4491,06/11/21 21:01:24,9.612,9.612,349.6
4492,06/11/21 21:02:24,9.612,9.612,339.7
4493,06/11/21 21:03:24,9.612,10.836,348.2
4494,06/11/21 21:04:24,9.612,10.836,345.4
4495,06/11/21 21:05:24,9.612,9.612,352.4
4496,06/11/21 21:06:24,8.424,9.612,353.8
4497,06/11/21 21:07:24,8.424,9.612,352.4
4498,06/11/21 21:08:24,8.424,8.424,355.2
4499,06/11/21 21:09:24,8.424,9.612,353.8
4500,06/11/21 21:10:24,8.424,9.612,352.4
4501,06/11/21 21:11:24,8.424,8.424,353.8
4502,06/11/21 21:12:24,8.424,8.424,355.2
4503,06/11/21 21:13:24,8.424,9.612,352.4
4504,06/11/21 21:14:24,8.424,8.424,353.8
4505,06/11/21 21:15:24,7.200,8.424,353.8
4506,06/11/21 21:16:24,7.200,8.424,355.2
4507,06/11/21 21:17:24,7.200,8.424,352.4
4508,06/11/21 21:18:24,7.200,8.424,355.2
4509,06/11/21 21:19:24,8.424,8.424,352.4
4510,06/11/21 21:20:24,8.424,9.612,355.2
4511,06/11/21 21:21:24,8.424,8.424,355.2
4512,06/11/21 21:22:24,8.424,8.424,355.2
4513,06/11/21 21:23:24,8.424,8.424,349.6
4514,06/11/21 21:24:24,8.424,8.424,355.2
4515,06/11/21 21:25:24,7.200,8.424,353.8
4516,06/11/21 21:26:24,8.424,8.424,346.8
4517,06/11/21 21:27:24,7.200,8.424,353.8
4518,06/11/21 21:28:24,9.612,9.612,339.7
4519,06/11/21 21:29:24,10.836,12.024,327.1
4520,06/11/21 21:30:24,9.612,10.836,327.1
4521,06/11/21 21:31:24,9.612,10.836,332.7
4522,06/11/21 21:32:24,10.836,10.836,339.7
4523,06/11/21 21:33:24,10.836,12.024,329.9
4524,06/11/21 21:34:24,10.836,12.024,344.0
4525,06/11/21 21:35:24,12.024,12.024,339.7
4526,06/11/21 21:36:24,10.836,12.024,348.2
4527,06/11/21 21:37:24,12.024,12.024,352.4
4528,06/11/21 21:38:24,9.612,10.836,342.6
4529,06/11/21 21:39:24,9.612,10.836,346.8
4530,06/11/21 21:40:24,9.612,10.836,352.4
4531,06/11/21 21:41:24,8.424,9.612,352.4
4532,06/11/21 21:42:24,8.424,9.612,353.8
4533,06/11/21 21:43:24,8.424,8.424,353.8
4534,06/11/21 21:44:24,7.200,8.424,353.8
4535,06/11/21 21:45:24,8.424,9.612,346.8
4536,06/11/21 21:46:24,8.424,8.424,344.0
4537,06/11/21 21:47:24,8.424,9.612,345.4
4538,06/11/21 21:48:24,7.200,9.612,344.0
4539,06/11/21 21:49:24,8.424,9.612,344.0
4540,06/11/21 21:50:24,8.424,9.612,341.2
4541,06/11/21 21:51:24,8.424,9.612,342.6
4542,06/11/21 21:52:24,8.424,9.612,341.2
4543,06/11/21 21:53:24,8.424,9.612,341.2
4544,06/11/21 21:54:24,8.424,9.612,341.2
4545,06/11/21 21:55:24,8.424,9.612,341.2
4546,06/11/21 21:56:24,8.424,9.612,338.3
4547,06/11/21 21:57:24,8.424,9.612,338.3
4548,06/11/21 21:58:24,7.200,8.424,339.7
4549,06/11/21 21:59:24,7.200,8.424,341.2
4550,06/11/21 22:00:24,7.200,8.424,341.2
4551,06/11/21 22:01:24,7.200,8.424,341.2
4552,06/11/21 22:02:24,7.200,8.424,339.7
4553,06/11/21 22:03:24,7.200,8.424,342.6
4554,06/11/21 22:04:24,6.012,7.200,342.6
4555,06/11/21 22:05:24,6.012,7.200,342.6
4556,06/11/21 22:06:24,4.824,6.012,342.6
4557,06/11/21 22:07:24,3.600,4.824,342.6
4558,06/11/21 22:08:24,3.600,3.600,342.6
4559,06/11/21 22:09:24,3.600,4.824,342.6
4560,06/11/21 22:10:24,3.600,6.012,342.6
4561,06/11/21 22:11:24,4.824,6.012,342.6
4562,06/11/21 22:12:24,6.012,6.012,342.6
4563,06/11/21 22:13:24,6.012,7.200,342.6
4564,06/11/21 22:14:24,6.012,8.424,341.2
4565,06/11/21 22:15:24,4.824,6.012,341.2
4566,06/11/21 22:16:24,6.012,7.200,338.3
4567,06/11/21 22:17:24,4.824,6.012,338.3
4568,06/11/21 22:18:24,4.824,6.012,342.6
4569,06/11/21 22:19:24,6.012,7.200,342.6
4570,06/11/21 22:20:24,6.012,8.424,341.2
4571,06/11/21 22:21:24,6.012,7.200,341.2
4572,06/11/21 22:22:24,6.012,7.200,334.1
4573,06/11/21 22:23:24,6.012,7.200,342.6
4574,06/11/21 22:24:24,4.824,6.012,344.0
4575,06/11/21 22:25:24,4.824,4.824,344.0
4576,06/11/21 22:26:24,4.824,6.012,344.0
4577,06/11/21 22:27:24,4.824,6.012,344.0
4578,06/11/21 22:28:24,6.012,6.012,341.2
4579,06/11/21 22:29:24,3.600,6.012,342.6
4580,06/11/21 22:30:24,7.200,9.612,332.7
4581,06/11/21 22:31:24,8.424,9.612,318.7
4582,06/11/21 22:32:24,8.424,9.612,318.7
4583,06/11/21 22:33:24,7.200,8.424,318.7
4584,06/11/21 22:34:24,7.200,8.424,318.7
4585,06/11/21 22:35:24,7.200,7.200,318.7
4586,06/11/21 22:36:24,8.424,10.836,320.1
4587,06/11/21 22:37:24,10.836,10.836,331.3
4588,06/11/21 22:38:24,10.836,12.024,334.1
4589,06/11/21 22:39:24,10.836,12.024,329.9
4590,06/11/21 22:40:24,10.836,12.024,335.5
4591,06/11/21 22:41:24,9.612,10.836,339.7
4592,06/11/21 22:42:24,10.836,12.024,339.7
4593,06/11/21 22:43:24,12.024,13.212,341.2
4594,06/11/21 22:44:24,10.836,12.024,345.4
4595,06/11/21 22:45:24,10.836,12.024,348.2
4596,06/11/21 22:46:24,9.612,10.836,338.3
4597,06/11/21 22:47:24,9.612,10.836,341.2
4598,06/11/21 22:48:24,9.612,10.836,339.7
4599,06/11/21 22:49:24,9.612,10.836,341.2
4600,06/11/21 22:50:24,9.612,10.836,332.7
4601,06/11/21 22:51:24,9.612,10.836,331.3
4602,06/11/21 22:52:24,9.612,10.836,332.7
4603,06/11/21 22:53:24,9.612,10.836,344.0
4604,06/11/21 22:54:24,9.612,10.836,345.4
4605,06/11/21 22:55:24,9.612,9.612,336.9
4606,06/11/21 22:56:24,9.612,10.836,338.3
4607,06/11/21 22:57:24,8.424,9.612,338.3
4608,06/11/21 22:58:24,8.424,9.612,334.1
4609,06/11/21 22:59:24,8.424,9.612,339.7
4610,06/11/21 23:00:24,8.424,9.612,338.3
4611,06/11/21 23:01:24,8.424,9.612,339.7
4612,06/11/21 23:02:24,9.612,9.612,336.9
4613,06/11/21 23:03:24,9.612,10.836,339.7
4614,06/11/21 23:04:24,8.424,9.612,336.9
4615,06/11/21 23:05:24,9.612,10.836,329.9
4616,06/11/21 23:06:24,9.612,10.836,339.7
4617,06/11/21 23:07:24,9.612,10.836,341.2
4618,06/11/21 23:08:24,9.612,10.836,339.7
4619,06/11/21 23:09:24,9.612,10.836,345.4
4620,06/11/21 23:10:24,9.612,10.836,346.8
4621,06/11/21 23:11:24,8.424,9.612,346.8
4622,06/11/21 23:12:24,8.424,9.612,346.8
4623,06/11/21 23:13:24,8.424,8.424,334.1
4624,06/11/21 23:14:24,7.200,8.424,348.2
4625,06/11/21 23:15:24,7.200,8.424,348.2
4626,06/11/21 23:16:24,8.424,8.424,348.2
4627,06/11/21 23:17:24,7.200,8.424,351.0
4628,06/11/21 23:18:24,7.200,7.200,349.6
4629,06/11/21 23:19:24,6.012,7.200,344.0
4630,06/11/21 23:20:24,4.824,6.012,351.0
4631,06/11/21 23:21:24,4.824,6.012,351.0
4632,06/11/21 23:22:24,3.600,4.824,344.0
4633,06/11/21 23:23:24,1.188,2.412,342.6
4634,06/11/21 23:24:24,2.412,2.412,346.8
4635,06/11/21 23:25:24,1.188,2.412,346.8
4636,06/11/21 23:26:24,0.000,1.188,351.0
4637,06/11/21 23:27:24,0.000,0.000,351.0
4638,06/11/21 23:28:24,1.188,2.412,351.0
4639,06/11/21 23:29:24,3.600,3.600,351.0
4640,06/11/21 23:30:24,3.600,3.600,351.0
4641,06/11/21 23:31:24,3.600,4.824,351.0
4642,06/11/21 23:32:24,2.412,3.600,351.0
4643,06/11/21 23:33:24,2.412,3.600,351.0
4644,06/11/21 23:34:24,2.412,2.412,351.0
4645,06/11/21 23:35:24,1.188,2.412,351.0
4646,06/11/21 23:36:24,1.188,1.188,351.0
4647,06/11/21 23:37:24,1.188,1.188,351.0
4648,06/11/21 23:38:24,2.412,2.412,351.0
4649,06/11/21 23:39:24,1.188,2.412,351.0
4650,06/11/21 23:40:24,2.412,3.600,351.0
4651,06/11/21 23:41:24,2.412,3.600,351.0
4652,06/11/21 23:42:24,3.600,3.600,351.0
4653,06/11/21 23:43:24,3.600,4.824,351.0
4654,06/11/21 23:44:24,3.600,4.824,351.0
4655,06/11/21 23:45:24,4.824,4.824,351.0
4656,06/11/21 23:46:24,4.824,6.012,351.0
4657,06/11/21 23:47:24,4.824,6.012,349.6
4658,06/11/21 23:48:24,6.012,7.200,338.3
4659,06/11/21 23:49:24,6.012,7.200,346.8
4660,06/11/21 23:50:24,6.012,7.200,349.6
4661,06/11/21 23:51:24,6.012,7.200,348.2
4662,06/11/21 23:52:24,6.012,7.200,348.2
4663,06/11/21 23:53:24,7.200,8.424,348.2
4664,06/11/21 23:54:24,7.200,8.424,344.0
4665,06/11/21 23:55:24,6.012,7.200,344.0
4666,06/11/21 23:56:24,7.200,7.200,342.6
4667,06/11/21 23:57:24,6.012,7.200,342.6
4668,06/11/21 23:58:24,7.200,8.424,341.2
4669,06/11/21 23:59:24,7.200,7.200,339.7
4670,06/12/21 00:00:24,7.200,8.424,342.6
4671,06/12/21 00:01:24,7.200,7.200,342.6
4672,06/12/21 00:02:24,7.200,8.424,342.6
4673,06/12/21 00:03:24,7.200,8.424,342.6
4674,06/12/21 00:04:24,6.012,7.200,342.6
4675,06/12/21 00:05:24,6.012,7.200,342.6
4676,06/12/21 00:06:24,7.200,7.200,342.6
4677,06/12/21 00:07:24,7.200,7.200,342.6
4678,06/12/21 00:08:24,7.200,7.200,341.2
4679,06/12/21 00:09:24,6.012,7.200,342.6
4680,06/12/21 00:10:24,6.012,7.200,344.0
4681,06/12/21 00:11:24,6.012,7.200,344.0
4682,06/12/21 00:12:24,6.012,7.200,344.0
4683,06/12/21 00:13:24,4.824,6.012,344.0
4684,06/12/21 00:14:24,4.824,4.824,344.0
4685,06/12/21 00:15:24,4.824,4.824,344.0
4686,06/12/21 00:16:24,4.824,6.012,344.0
4687,06/12/21 00:17:24,4.824,4.824,344.0
4688,06/12/21 00:18:24,3.600,4.824,344.0
4689,06/12/21 00:19:24,4.824,4.824,344.0
4690,06/12/21 00:20:24,4.824,6.012,344.0
4691,06/12/21 00:21:24,4.824,6.012,344.0
4692,06/12/21 00:22:24,4.824,6.012,344.0
4693,06/12/21 00:23:24,4.824,6.012,344.0
4694,06/12/21 00:24:24,4.824,6.012,344.0
4695,06/12/21 00:25:24,3.600,4.824,344.0
4696,06/12/21 00:26:24,3.600,3.600,344.0
4697,06/12/21 00:27:24,2.412,3.600,344.0
4698,06/12/21 00:28:24,3.600,4.824,344.0
4699,06/12/21 00:29:24,3.600,4.824,344.0
4700,06/12/21 00:30:24,4.824,6.012,344.0
4701,06/12/21 00:31:24,4.824,6.012,344.0
4702,06/12/21 00:32:24,4.824,6.012,344.0
4703,06/12/21 00:33:24,4.824,6.012,344.0
4704,06/12/21 00:34:24,4.824,6.012,344.0
4705,06/12/21 00:35:24,6.012,7.200,344.0
4706,06/12/21 00:36:24,7.200,7.200,344.0
4707,06/12/21 00:37:24,6.012,7.200,344.0
4708,06/12/21 00:38:24,7.200,8.424,344.0
4709,06/12/21 00:39:24,7.200,8.424,342.6
4710,06/12/21 00:40:24,8.424,9.612,329.9
4711,06/12/21 00:41:24,7.200,8.424,336.9
4712,06/12/21 00:42:24,7.200,8.424,342.6
4713,06/12/21 00:43:24,9.612,10.836,341.2
4714,06/12/21 00:44:24,9.612,10.836,342.6
4715,06/12/21 00:45:24,8.424,9.612,344.0
4716,06/12/21 00:46:24,8.424,9.612,341.2
4717,06/12/21 00:47:24,8.424,9.612,342.6
4718,06/12/21 00:48:24,8.424,9.612,341.2
4719,06/12/21 00:49:24,8.424,9.612,338.3
4720,06/12/21 00:50:24,8.424,9.612,332.7
4721,06/12/21 00:51:24,8.424,9.612,341.2
4722,06/12/21 00:52:24,8.424,9.612,341.2
4723,06/12/21 00:53:24,7.200,8.424,339.7
4724,06/12/21 00:54:24,6.012,7.200,341.2
4725,06/12/21 00:55:24,7.200,8.424,341.2
4726,06/12/21 00:56:24,7.200,8.424,341.2
4727,06/12/21 00:57:24,8.424,9.612,338.3
4728,06/12/21 00:58:24,7.200,8.424,342.6
4729,06/12/21 00:59:24,8.424,8.424,341.2
4730,06/12/21 01:00:24,8.424,9.612,339.7
4731,06/12/21 01:01:24,8.424,9.612,332.7
4732,06/12/21 01:02:24,8.424,8.424,332.7
4733,06/12/21 01:03:24,7.200,8.424,345.4
4734,06/12/21 01:04:24,8.424,8.424,338.3
4735,06/12/21 01:05:24,8.424,8.424,341.2
4736,06/12/21 01:06:24,8.424,8.424,349.6
4737,06/12/21 01:07:24,8.424,9.612,349.6
4738,06/12/21 01:08:24,8.424,8.424,349.6
4739,06/12/21 01:09:24,7.200,8.424,352.4
4740,06/12/21 01:10:24,7.200,8.424,346.8
4741,06/12/21 01:11:24,7.200,8.424,353.8
4742,06/12/21 01:12:24,7.200,8.424,353.8
4743,06/12/21 01:13:24,7.200,8.424,352.4
4744,06/12/21 01:14:24,8.424,8.424,348.2
4745,06/12/21 01:15:24,8.424,9.612,348.2
4746,06/12/21 01:16:24,8.424,9.612,339.7
4747,06/12/21 01:17:24,8.424,9.612,348.2
4748,06/12/21 01:18:24,9.612,9.612,348.2
4749,06/12/21 01:19:24,9.612,10.836,353.8
4750,06/12/21 01:20:24,10.836,10.836,348.2
4751,06/12/21 01:21:24,10.836,12.024,341.2
4752,06/12/21 01:22:24,12.024,12.024,338.3
4753,06/12/21 01:23:24,12.024,13.212,335.5
4754,06/12/21 01:24:24,12.024,13.212,332.7
4755,06/12/21 01:25:24,10.836,12.024,331.3
4756,06/12/21 01:26:24,10.836,12.024,335.5
4757,06/12/21 01:27:24,10.836,12.024,335.5
4758,06/12/21 01:28:24,12.024,13.212,334.1
4759,06/12/21 01:29:24,12.024,13.212,345.4
4760,06/12/21 01:30:24,12.024,13.212,339.7
4761,06/12/21 01:31:24,13.212,13.212,345.4
4762,06/12/21 01:32:24,12.024,13.212,341.2
4763,06/12/21 01:33:24,12.024,13.212,331.3
4764,06/12/21 01:34:24,13.212,14.436,338.3
4765,06/12/21 01:35:24,12.024,13.212,336.9
